Geneid	Geneid_clean	Symbol	Dominant_Direction	Count_Ratio	Cachexia_sig_up	Cachexia_sig_down	Sepsis_sig_up	Sepsis_sig_down	Disuse_sig_up	Disuse_sig_down	Denervation_sig_up	Denervation_sig_down	Final_Avg_logFC	Final_Median_logFC	Cachexia_Avg_logFC	Sepsis_Avg_logFC	Disuse_Avg_logFC	Denervation_Avg_logFC	Cachexia_Median_logFC	Sepsis_Median_logFC	Disuse_Median_logFC	Denervation_Median_logFC	ERP145838_Sham_vs_334P_cells_injection_edgeR_results.tsv	SRP055049_Control_vs_C26_cells_injection_edgeR_results.tsv	SRP125804_Fasted_vs_CACS_edgeR_results.tsv	SRP148786_PBS_vs_LLC_edgeR_results.tsv	SRP172440_Control_vs_KPC_tumore_cells_injection_edgeR_results.tsv	SRP224400_Control_vs_C26_cells_injection_edgeR_results.tsv	SRP238415_Control_vs_C26_cells_injection_edgeR_results.tsv	SRP246188_PBSinjection_vs_LLC_cells_injection_edgeR_results.tsv	SRP279572_Control_vs_KPC_edgeR_results.tsv	SRP288335_Control_vs_LLC_edgeR_results.tsv	SRP304002_CACS_neg_vs_CACS_pos_edgeR_results.tsv	SRP321471_Control_vs_C26_cells_injection_edgeR_results.tsv	SRP337393_Control_vs_Melanoma_edgeR_results.tsv	SRP342685_Control_vs_KPC_tumore_cells_injection_edgeR_results.tsv	SRP400565_Control_vs_TOV21G_cells_injection_edgeR_results.tsv	SRP426212_Control_vs_KIC_edgeR_results.tsv	SRP436115_Control_vs_LLC_cells_injection_edgeR_results.tsv	SRP441976_Control_vs_KPC_tumore_cells_injection_edgeR_results.tsv	SRP468164_Control_vs_C26_injection_edgeR_results.tsv	SRP518009_Control_vs_C26_injection_edgeR_results.tsv	SRP519530_Control_vs_KIC_edgeR_results.tsv	SRP526827_PBS_vs_LLC_edgeR_results.tsv	SRP535687_Control_vs_Kras-IKKaL_cells_injection_edgeR_results.tsv	SRP544896_Control_vs_CT26_cells_injection_edgeR_results.tsv	SRP560874_Control_vs_B0092_cells_injection_edgeR_results.tsv	SRP567610_Control_vs_C26_injection_edgeR_results.tsv	SRP597284_Control_vs_CT26_cells_injection_edgeR_results.tsv	ERP131935_Sham_vs_CLP_edgeR_results.tsv	SRP388005_Saline_vs_LPS_edgeR_results.tsv	SRP475349_Saline_vs_LPS_edgeR_results.tsv	SRP511238_Saline_vs_LPS_edgeR_results.tsv	SRP553590_Sham_vs_CLP_edgeR_results.tsv	SRP591840_Sham_vs_CS_edgeR_results.tsv	SRP646634_Sham_vs_CS_edgeR_results.tsv	SRP114869_Control_vs_Hindlimb_unloading_edgeR_results.tsv	SRP220337_Control_vs_Casting_edgeR_results.tsv	SRP293052_Control_vs_Hindlimb_unloading_edgeR_results.tsv	SRP307991_Control_vs_Hindlimb_unloading_edgeR_results.tsv	SRP395698_Control_vs_Casting_edgeR_results.tsv	SRP396700_Control_vs_Casting_edgeR_results.tsv	SRP449926_Control_vs_Casting_edgeR_results.tsv	SRP454976_Control_vs_Hindlimb_unloading_edgeR_results.tsv	SRP455216_male_Control_vs_Hindlimb_unloading_edgeR_results.tsv	SRP522174_Control_vs_Hindlimb_unloading_edgeR_results.tsv	SRP588888_Control_vs_Hindlimb_unloading_edgeR_results.tsv	ERP143166_Control_vs_Denervation_edgeR_results.tsv	SRP196460_Control_vs_Denervation_edgeR_results.tsv	SRP371311_Control_vs_Denervation_edgeR_results.tsv	SRP406911_Control_vs_Denervation_edgeR_results.tsv	SRP411450_Sham_vs_Denervation_edgeR_results.tsv	SRP420335_Sham_vs_SCI_edgeR_results.tsv	SRP484329_Control_vs_Denervation_edgeR_results.tsv	MouseGeneID	HumanOrthologGeneID	Synonyms	Description	MitoCarta3.0_List	MitoCarta3.0_Evidence	MitoCarta3.0_SubMitoLocalization	MitoCarta3.0_MitoPathways	TrainingDataset	MitoCarta2.0_Score	MitoCarta2.0_FDR	MitoCarta2.0_List	MitoCarta2.0_Evidence	EnsemblGeneID	UniProt	ProteinLength	TargetP_Score	MitoDomain_Score	CoexpressionGnfN50_Score	PGC_Induction_Score	YeastMitoHomolog_Score	RickettsiaHomolog_Score	MSMS_Score	mm10_Chromosome	mm10_Start	mm10_Stop	MSMS_NUM_TISSUES	MSMS_NUM_PEPTIDES_UNIQUE	MSMS_NUM_SPECTRA	MSMS_TOTAL_INTENSITY	MSMS_PERCENT_COVERAGE	Tissues	cerebrum_total_peak_intensity_log10	cerebellum_total_peak_intensity_log10	brainstem_total_peak_intensity_log10	spinalcord_total_peak_intensity_log10	kidney_total_peak_intensity_log10	liver_total_peak_intensity_log10	heart_total_peak_intensity_log10	skeletalmuscle_total_peak_intensity_log10	adipose_total_peak_intensity_log10	smallintestine_total_peak_intensity_log10	largeintestine_total_peak_intensity_log10	stomach_total_peak_intensity_log10	placenta_total_peak_intensity_log10	testis_total_peak_intensity_log10	HPA_Main_Location_2020 (Reliability)
ENSMUSG00000021868.8	ENSMUSG00000021868	Ppif	DOWN	0.814574314574315	0	21	1	4	0	10	0	7	-0.717171907995101	-0.723666262597953	-0.673782128610321	-0.604589993931219	-0.706805738054711	-0.883509771384152	-0.641050114961151	-0.652551139628266	-0.79478138556764	-0.888359803065452	-0.696647702924272	-0.206824093696964	-1.24510462558989	-0.611767446716379	-0.465621752217381	-0.641050114961151	-1.17600442516103	-0.819991172635213	-0.92289206673826	-0.235899852836021	-0.886799080350194	-0.55192605279221	-0.946923360283535	-0.657994474047735	-0.412398079480348	-0.739196399366335	-0.495761649368966	-0.497287433869007	-0.593591730774571	-1.12959338466243	-0.909570315409655	-0.237622863436696	-0.990488771799132	-0.60820663968082	-1.09138249031943	-0.514265940930484	0.0926944475694377	-0.593553602056558	0.280208669094112	-0.652551139628266	-0.74526671224503	-0.948194778893584	-1.05057547314749	-0.522196920641718	-1.03384784724175	-1.14124164371628	-0.968130834034059	-0.441694305110191	-0.715566380577303	0.100314264206976	-0.79478138556764	-0.393215825113823	-0.998114740687288	-0.448240539417092	-0.940343881343369	-1.16161698599761	-0.587803296076603	-1.23671775960864	-1.16324164264033	-0.888359803065452	-0.636817630254018	-0.510011282046404	105675	10105	AW457192|CyP-|CyP-D|CyP-F|Cyp|CypD|PPIase	peptidylprolyl isomerase F (cyclophilin F)	MitoCarta3.0	literature, APEX_matrix, targetP signal+, yeast mito homolog, mito protein domain, induction, coexpression, MS/MS++	Matrix	Signaling > Calcium homeostasis > Mitochondrial permeability transition pore	Tmito	23.4233	0.005	1	literature, APEX_matrix, targetP signal+, yeast mito homolog, mito protein domain, induction, coexpression, MS/MS++	ENSMUSG00000021868	Q99KR7	206	1	SharedDomain	7	4.9	HomologMitoLowConf	NoHomolog	75-100pure	chr14	25694169	25700466	14	21	781	3.43e+10	77	all 14	9.2	9.1	9.6	9.2	9.7	9.2	9.9	8.5	8.7	9.1	9.7	9.2	9.4	8.4	Mitochondria (Supported)
ENSMUSG00000026112.8	ENSMUSG00000026112	Coa5	DOWN	0.806156806156806	1	25	1	5	1	8	0	6	-0.477483013549343	-0.463950766054325	-0.668279026019594	-0.509937828657034	-0.333323567404385	-0.398391632116361	-0.565293084958537	-0.509413424232699	-0.335840450082852	-0.418488107875951	-0.475429049003806	-1.38191027081633	-0.269478744816526	-0.40667005178882	-0.534982013822837	-0.726326353182063	-0.883748686083094	-0.416802219763934	-1.03695455363336	-0.0747240799058113	-0.459024915206856	0.0951874608361062	-0.83104088380105	-1.1453161033871	-0.3787729881231	-0.478019927903167	-0.321042911198591	-0.565293084958537	-1.45611448669191	-1.25426768067929	-1.07277934598088	-0.47499557823692	-0.601093857365581	-1.10326099158409	-0.326167515855792	-0.824913377179295	-0.639591492396394	-0.490922411434301	0.220431925421632	-0.306315548324629	-0.897100034848807	-0.807105028215229	-0.779140278965204	-0.509413424232699	-0.745891003512212	-0.758049145402918	0.269473083415176	-0.0831562666742279	-0.335840450082852	0.0446131814090432	-0.316206498459971	-0.145007589685022	-0.471302608202705	-0.356610906994932	-0.76858103725761	-0.424676622559404	-0.106640844622302	-0.449054002216138	-0.384530018172551	-0.20548893328738	-0.418488107875951	-0.799862896080797	76178	493753	1700001A24Rik|6330578E17Rik|Pet19|Pet191	cytochrome C oxidase assembly factor 5	MitoCarta3.0	literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, MS/MS	IMS	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	Tmito	18.4051	0.003	1	literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, MS/MS	ENSMUSG00000026112	Q99M07	74	NA	MitoDomain	3	1.23	OrthologMitoHighConf	NoHomolog	50-75ambig	chr1	37417084	37430103	3	5	13	61100000	68	adipose, placenta, testis	NA	NA	NA	NA	NA	NA	NA	NA	6.4	NA	NA	NA	7.4	7.5	Mitochondria (Supported)
ENSMUSG00000020744.14	ENSMUSG00000020744	Slc25a19	DOWN	0.806156806156806	0	25	0	5	0	8	0	6	-0.853329218037416	-0.876524078214982	-0.926256202654239	-1.07063640990761	-0.482637756886999	-0.933786502700814	-0.89987536196709	-1.034412321541	-0.566800576994875	-0.853172794462875	-1.30294785502067	-1.90690391185434	-0.226822767738741	-0.537174818650987	-1.93067191142768	-0.824719274688073	-1.51879689652562	-0.686218704342772	-0.508319255390937	-0.431935634091229	-0.919929359992735	0.116200011282922	-0.698169093725585	-1.47634959913727	-0.45635669508502	-0.565039225871664	-0.526392602813723	-0.917755658342808	-0.940594759606408	-1.79823102716239	-0.961664131746941	-0.16932057424747	-1.97472674293128	-0.89987536196709	-0.809284221841509	-1.09908304469335	-1.03783435405106	-0.872813214213472	0.0346165787274962	-0.642989732097244	-1.91206715977955	-1.8708261054424	-1.19596291500712	-1.034412321541	-0.596168826885934	-0.96977344502845	-0.773203275795881	-0.162512996016238	-0.788475272115582	0.0109006966894028	-0.755904629716934	-0.328531453785622	-0.566800576994875	-0.0901469966068777	-0.288398549499992	-1.61174965107557	-0.853172794462875	-0.997703761775676	-1.31609127498157	-0.539490084961499	-0.540907767780501	-0.677390183868007	67283	60386	2900089E13Rik|DN|DNC|MUP|MUP1|TP|TPC	solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19	MitoCarta3.0	literature, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS	MIM	Metabolism > Vitamin metabolism > Vitamin B1 metabolism | Small molecule transport > SLC25A family	Tmito	21.9122	0.005	1	literature, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS	ENSMUSG00000020744	Q9DAM5	318	NA	MitoDomain	16	0.95	OrthologMitoHighConf	NoHomolog	25-50ambig	chr11	115614180	115628295	4	11	27	3.29e+08	45	cerebellum, spinalcord, adipose, testis	NA	7.4	NA	7.6	NA	NA	NA	NA	8.2	NA	NA	NA	NA	8	NA
ENSMUSG00000031352.11	ENSMUSG00000031352	Hccs	DOWN	0.801106301106301	0	22	1	6	0	9	0	5	-0.505620365108453	-0.622364956026189	-0.584218293234834	-0.559061226747934	-0.516120970180503	-0.363080970270542	-0.665749817464851	-0.751774441630781	-0.578980094587526	-0.350706473898486	-0.747691314625335	-0.701957834512331	-0.821581325740847	-0.542188028648552	-1.05216159498677	-0.466780676428552	-0.851811964386458	-0.352866757600797	-0.684250401001884	0.0952111499447192	-0.682430726810017	-0.525051571208104	-0.595076938396219	-0.994509560507915	-0.311030987280971	-0.665749817464851	0.0480674764665441	-0.701845635355218	-0.554527042051849	-1.24277914221232	-1.03913024549555	-0.0972343448368159	-0.965199922476009	-0.542229212048463	-0.666066625747365	-0.282005421328514	0.168984547399923	-0.751774441630781	0.277478545361205	-0.821361501138351	-0.436341595368559	-0.881339542536217	-0.769596821080819	-0.530493230842018	-0.988640658286367	-0.629614115101654	0.107858556535416	-0.29650431621495	-0.578980094587526	0.100690405031676	-0.663172760781123	-0.519355359714457	-0.852183564721197	-0.263031346927858	-1.0943974172175	-0.350706473898486	-0.135105981444697	-0.485410659658026	-0.847377620819363	-0.169985922181152	-0.426612373775704	-0.12636776011637	15159	3052	-	holocytochrome c synthetase	MitoCarta3.0	literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS	IMS	Metabolism > Metals and cofactors > Heme synthesis and processing | OXPHOS > OXPHOS subunits | OXPHOS > Cytochrome C	Tmito	24.3143	0.003	1	literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS	ENSMUSG00000031352	P53702	272	NA	MitoDomain	18	2.2	OrthologMitoHighConf	NoHomolog	50-75ambig	chrX	169311530	169320343	8	14	73	5.98e+08	60	cerebrum, spinalcord, heart, adipose, smallintestine, largeintestine, placenta, testis	7.1	NA	NA	7.1	NA	NA	7.9	NA	7.7	7.5	7.7	NA	8.4	8.1	Mitochondria (Enhanced)
ENSMUSG00000030045.11	ENSMUSG00000030045	Mrpl19	DOWN	0.793169793169793	0	25	1	4	1	9	0	6	-0.562617945805446	-0.590803101001534	-0.841344719858862	-0.54865701396519	-0.54845714336747	-0.31201290603026	-0.762580314585239	-0.493243314290994	-0.688362887712074	-0.360855338627172	-0.58824173061317	-1.62038274807631	-0.619140035475596	-0.442003163016519	-1.31604517616377	-0.853934724633503	-1.3580272365269	-0.504664726985261	-1.17082826513366	-0.184091976281437	-0.710398588133666	-0.247918153857281	-0.691463545736384	-1.4197623766217	-0.322677238852211	-0.527916500008643	-0.457781297861864	-0.928813518133227	-1.09650023238174	-1.53510668301767	-0.963023243072964	-0.105244758597521	-1.70293530532045	-1.05686862955841	-0.723425845087505	-0.762580314585239	-0.806531422456664	-0.734785304456761	0.189199194420518	-0.427887890459763	-0.823096733406227	-1.21086437275397	-0.493243314290994	-0.339920676809132	-0.931391699966843	-0.924049594463126	-0.502390039874144	-0.21229968071293	-0.688362887712074	0.236068052103182	-0.712878263081562	-0.469340287255492	-0.692267333181352	-0.368259831376324	-0.767857011521506	-0.373163156902709	-0.236855554502741	-0.362828268325504	-0.284390257025452	-0.581221984177498	-0.360855338627172	0.0152242173492532	56284	9801	9030416F12Rik|9130412E02Rik|D6Ertd157|D6Ertd157e|MRP-|MRP-L15|RL|RLX1|Rpm|Rpml15	mitochondrial ribosomal protein L19	MitoCarta3.0	literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS+	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Tmito	24.8375	0.003	1	literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS+	ENSMUSG00000030045	Q9D338	292	2	SharedDomain	5	NA	OrthologMitoHighConf	Ortholog	25-50pure	chr6	81957841	81965949	11	14	87	1.75e+09	39	cerebrum, cerebellum, brainstem, spinalcord, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis	7.7	7.4	7.4	7.9	NA	7.9	NA	NA	8.3	8.5	8.6	7.7	8.5	8.3	Mitochondria (Supported)
ENSMUSG00000032579.15	ENSMUSG00000032579	Hemk1	DOWN	0.791847041847042	0	21	0	6	1	9	0	5	-0.561628110444954	-0.594429602180532	-0.692034262453627	-0.792119478855756	-0.484881948631339	-0.277476751839093	-0.610495037652303	-0.975433012711166	-0.578364166708762	-0.309507355895724	-1.22767678021185	-1.45025325590178	-0.18623129258667	-0.467283442476245	-1.58415855220524	-0.566533044620402	-0.725364412043718	-0.0384743000341881	-0.585665408890403	0.063329685861919	-0.610495037652303	-0.87830666802225	-0.749825713194008	-1.25128084038091	-0.351963643428335	-0.517539095124595	-0.136973995597857	-0.942315954200855	-0.710767115654776	-1.59384543732636	-0.180924952365107	-0.0784847088674325	-1.19270726196376	-0.668251608205036	-0.443195086861695	-0.555433225364483	-1.0543039389296	-0.608915553130449	-0.166092607624141	-0.98217740478136	-0.667571233224905	-0.975433012711166	-1.11293390157839	-1.03171263893988	-0.64435962552362	-0.828424659386716	-0.447343164868137	-0.694187432701881	-0.695071115515066	-0.0797217372977125	-0.567282959410749	-0.578364166708762	-0.723304279457666	0.203772736444704	-0.279415030519127	-0.250603929065571	-0.330995932804603	-0.309507355895724	-0.549929300339619	-0.142421483094687	-0.337198686083667	-0.0216805755897801	69536	51409	2310008M14Rik|AW049265	HemK methyltransferase family member 1	MitoCarta3.0	GFP, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain+	Matrix	Mitochondrial central dogma > Translation > Translation factors	Tmito	11.6099	0.015	1	GFP, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain+	ENSMUSG00000032579	Q921L7	340	2	MitoDomain	4	NA	HomologMitoHighConf	Homolog	NA	chr9	107327081	107338350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000019797.12	ENSMUSG00000019797	Mtres1	DOWN	0.788119288119288	0	22	1	4	0	10	0	6	-0.63460015129672	-0.617032963313602	-0.570172001448171	-0.678607836034024	-0.49926904155606	-0.790351726148624	-0.540591943782697	-0.693473982844508	-0.50048480568365	-0.708133113375477	-0.795865026773131	-0.741149410723112	-0.444429744587939	-0.699255988628408	-1.29748358022623	-0.141065601185397	-0.740743667136333	-0.350625474614682	-0.508754224793602	-0.18255700469483	-0.475753640107692	-0.878181708962757	-0.570740679441166	-0.988929012713443	-0.263842427010818	-0.540106847092783	-0.334481076820813	-0.62851697527739	-0.216012134710447	-1.00918291311905	-0.26899013606614	0.0463923629490469	-1.15287085064449	-0.352627165096285	-0.634511213468652	-0.540591943782697	-0.683767954371393	-0.509116896625387	0.124972944231603	-0.427408648641069	-1.02347906379501	-1.3979444344072	-0.693473982844508	-0.823804770156598	-0.742529041921198	-0.631085085955131	-0.50048480568365	-0.361527491927301	-0.806808736788541	0.0719603815381663	-0.717500468069434	-0.474891799149125	-0.718561236227448	-0.226540981119519	-0.383990191813474	-0.708133113375477	-0.752947050663175	-0.973744699127405	-1.21312797384495	-0.702113581568252	-0.484011299323846	-0.698384365137256	67851	51250	1700021F05Rik	mitochondrial transcription rescue factor 1	MitoCarta3.0	GFP, targetP signal, induction, coexpression++, MS/MS+	Matrix	Mitochondrial central dogma > mtRNA metabolism > Transcription | Mitochondrial central dogma > Translation	Tmito	18.3761	0.003	1	GFP, targetP signal, induction, coexpression++, MS/MS+	ENSMUSG00000019797	Q9CQF4	240	4	NA	41	2.5	NoMitoHomolog	NoHomolog	25-50pure	chr10	43525120	43540994	14	18	234	3.13e+09	48	all 14	8.6	8.3	8.7	8.3	8.6	7.7	8.4	7.7	8.2	8	8.6	7.9	8.3	8.2	NA
ENSMUSG00000019863.8	ENSMUSG00000019863	Qrsl1	DOWN	0.787638287638288	1	23	1	4	1	8	0	7	-0.678720636241769	-0.68972169051406	-0.748514594404834	-0.74853757412944	-0.483120492338378	-0.734709884094425	-0.648086609943149	-0.807192100766202	-0.618438514121429	-0.73135677108497	-0.591461695201975	-1.31918040650552	-0.480572032683969	-0.632145841744603	-1.37298953644288	-0.76819015150297	-1.35040557578075	-0.616467311274083	-1.0579553639502	-0.212816400526203	-0.631544721063713	0.303765954874414	-0.648086609943149	-1.25276225130747	-0.114009299091667	-0.64419415502049	-0.39902442365641	-0.971118041173832	-0.832036985504515	-1.47540707491153	-0.968841562817714	-0.272983082509987	-1.21818567682286	-0.665570765643527	-1.11004519612077	-0.645926835669044	-0.261739006935108	-0.807192100766202	0.345360199112356	-0.590122843670903	-1.07484660635149	-1.46255699985158	-0.846589068774165	-0.803815598604095	-0.721381714353651	-1.11861431466698	-0.529118666496834	0.122297622442261	-0.823079928698301	0.176607281106836	-0.618438514121429	-0.2929469852375	-0.62234951630627	-0.179754376785204	-0.707546302605087	-0.625319156839937	-0.534405428945662	-0.819544250893707	-0.954054406318512	-0.854321174513085	-0.73135677108497	-0.623968000065105	76563	55278	2700038P16Rik|C80053|Ga|GatA	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1	MitoCarta3.0	literature, APEX_matrix, GFP, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	Tmito	9.2489	0.027	1	literature, APEX_matrix, GFP, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS	ENSMUSG00000019863	Q9CZN8	525	NA	SharedDomain	6	NA	HomologMitoHighConf	Homolog	25-50ambig	chr10	43874189	43901736	8	13	34	1.88e+08	37	brainstem, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis	NA	NA	7.3	NA	NA	NA	7.2	7.7	6.8	NA	7.5	7	7.6	7.2	Vesicles (Approved)
ENSMUSG00000057229.12	ENSMUSG00000057229	Dmac2	DOWN	0.786796536796537	0	18	1	4	0	10	0	7	-0.600251264571843	-0.657152629675537	-0.465110817754831	-0.440522134075189	-0.641197786111919	-0.854174320345431	-0.558149436289762	-0.502143490662578	-0.756155823061313	-0.820557766078845	-0.360966356085692	-0.637368267508885	-0.669604837312347	-0.150385842088748	-0.892897463618609	-0.576666933887859	-0.835307131610075	-0.611489725106743	-0.909830525751716	-0.028905930422456	-0.558149436289762	-0.201956980315602	-0.538193513929732	-0.624304680471814	-0.0312778925289816	-0.312584196885685	-0.35998723626001	-0.569700912475054	-0.10017764743872	-0.942646529664174	-0.566026590889038	-0.0163412596954211	-0.749829943551149	-0.545704860992661	-0.860009588029315	-0.0477439675709435	0.14006617100075	-0.502143490662578	0.127092326490355	-0.296453721128579	0.439937041132507	-1.41867376947062	-0.549653057274486	-0.883760267612926	-0.839827702879833	-1.41432620705618	-0.506405530934126	-0.31760064951706	-1.03782841009633	0.0929090464106378	-0.950999865999412	-0.318623379396016	-0.837427792789771	-0.1668893319117	-0.756155823061313	-0.820557766078845	-0.77518695636251	-0.920114456786658	-1.08669796848658	-1.09891670146408	-0.75688389616118	-0.520862497078161	66349	55101	2310004L02Rik|At|Atp5sl|C030044E10Rik	distal membrane arm assembly complex 2	MitoCarta3.0	APEX_matrix, GFP, targetP signal, induction, MS/MS	MIM	OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors	Tmito	4.8866	0.064	1	APEX_matrix, GFP, targetP signal, induction, MS/MS	ENSMUSG00000057229	Q9D7K5	257	3	NA	1	1.22	NoMitoHomolog	NoHomolog	25-50ambig	chr7	25619492	25625550	4	8	22	2.5e+08	40	cerebrum, cerebellum, brainstem, stomach	8	7.9	7.8	NA	NA	NA	NA	NA	NA	NA	NA	6.3	NA	NA	Mitochondria (Approved)
ENSMUSG00000032279.12	ENSMUSG00000032279	Idh3a	DOWN	0.783429533429533	0	25	1	4	0	7	0	7	-0.838126837823154	-0.698992500898195	-0.813161427782958	-0.69154729127126	-0.426503331351054	-1.42129530088734	-0.746706943129172	-0.651278058667219	-0.361574275490318	-1.60742264469171	-0.604133493450272	-1.39706334300996	-0.855085310894142	-0.569644158266531	-1.18756099257534	-0.746706943129172	-1.26073776296185	-0.668904050704602	-1.36331980648368	-0.103271988282238	-0.550016560028378	-0.458355314466167	-0.744916007954439	-1.17718532453205	-0.272494141441319	-0.555217114339555	-0.340206129047479	-0.770543378982717	-0.960836196455582	-1.62937076206353	-1.23410211384592	-0.297676943241142	-1.20985765557572	-0.894239656609817	-1.10778884109019	-0.573920686562828	-0.422203874145228	-0.969357465338582	0.172882907671453	-0.265908903006244	-0.651278058667219	-1.79507841462847	-0.589036616049181	-0.743054488880579	-0.715823034794266	-1.25785635069612	-0.0107446362923662	-0.186029710708517	-1.0277807789854	0.0176011522101762	-0.560770831856916	-0.189822152231396	-0.392090016204117	-0.0066460098123498	-0.361574275490318	-1.15579412114498	-1.36945972103692	-1.68418450567587	-1.67370486920758	-1.68145535656005	-0.777045887894291	-1.60742264469171	67834	3419	1110003P10Rik|1500012E04Rik|AA407078|AI316514	isocitrate dehydrogenase 3 (NAD+) alpha	MitoCarta3.0	APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++	Matrix	Metabolism > Carbohydrate metabolism > TCA cycle	Tmito	36.0312	0	1	APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++	ENSMUSG00000032279	Q9D6R2	366	3	SharedDomain	40	2.98	OrthologMitoHighConf	Homolog	50-75pure	chr9	54586510	54604662	14	43	3341	3.57e+11	70	all 14	10.6	10.3	10.8	10.3	10.5	9.4	10.6	10.5	10.5	10.3	10.2	9.9	10.3	9.9	Mitochondria (Enhanced)
ENSMUSG00000054021.7	ENSMUSG00000054021	Sirt5	DOWN	0.782587782587783	0	20	0	5	0	9	0	6	-0.470677486687998	-0.507087186328455	-0.489948422181613	-0.513286419021052	-0.412457581090233	-0.467017524459094	-0.509940212476117	-0.504234160180794	-0.421767360940938	-0.553171707251015	-0.528895455617191	-0.775151456783056	-0.552345552023613	-0.254843332580048	-1.14624190996712	-0.643356335488484	-0.916036885849468	-0.581696956266604	-0.733263253627254	-0.100933556784206	-0.509940212476117	-0.0714749923103241	-0.355574974350718	-0.839212688361823	-0.223822421822863	-0.444772080700578	-0.395028479554394	-0.520511685081475	-0.334672555870561	-1.03654004045997	-0.410320237612768	0.0598981639183371	-0.751395186708686	-0.228828530609013	-0.646515269113975	-0.166257712701057	-0.120873800100535	-0.38869175799573	0.103756013596148	-0.384469658740614	-0.504234160180794	-0.963382111752596	-0.757332819446707	-0.698650438627074	-0.658787357774334	-0.880726418830316	-0.113896055680624	-0.320895949232621	-0.468127490149764	0.0744711801334373	-0.586251883741143	-0.446836994287004	-0.421767360940938	-0.365754302109779	-0.348460759379479	-0.394540995905981	-0.600638857197027	-0.574612953214962	-0.553171707251015	-0.702394251411198	-0.514817263787702	0.0710533575542233	68346	23408	0610012J09Rik|1500032M05Rik|AV001953	sirtuin 5	MitoCarta3.0	literature, APEX_matrix, targetP signal, mito protein domain, induction, coexpression, MS/MS	Matrix	Metabolism > Metals and cofactors > NAD biosynthesis and metabolism	Tmito	13.1786	0.011	1	literature, APEX_matrix, targetP signal, mito protein domain, induction, coexpression, MS/MS	ENSMUSG00000054021	Q8K2C6	310	2	SharedDomain	10	0.81	NoMitoHomolog	NoHomolog	25-50ambig	chr13	43370715	43395203	8	13	41	3.95e+08	42	cerebrum, brainstem, spinalcord, liver, heart, adipose, largeintestine, stomach	7.6	NA	7.8	7.7	NA	7.4	8	NA	7.6	NA	7.9	7.2	NA	NA	Mitochondria (Supported)
